nupdates,total_timesteps,approxkl,policy_loss,value_loss,eplenmean,explained_variance,fps,serial_timesteps,eprewmean,time_elapsed,clipfrac,policy_entropy
172,352256,0.016640315,-0.0055946736,0.023343038,849.83,0.3702242374420166,311,352256,110.1,1158.9810359477997,0.21108398,1.3846343
173,354304,0.014434186,-0.008423356,7.252118,860.44,0.6613661348819733,320,354304,105.92,1165.3771159648895,0.19873047,1.2120912
174,356352,0.0070498413,-0.0039859666,14.321245,861.09,0.7620978057384491,294,356352,104.64,1172.333690404892,0.090429686,1.221185
175,358400,0.010565487,-0.0058310404,0.29280937,855.96,0.8526421785354614,317,358400,102.24,1178.7869846820831,0.14082031,1.2916756
176,360448,0.007017518,-0.0089658005,1.7024765,862.48,0.6810089647769928,333,360448,100.77,1184.9197475910187,0.095898435,1.3190695
177,362496,0.008578867,-0.0055044247,1.0420861,860.45,0.6939553320407867,309,362496,96.92,1191.5477347373962,0.103955075,1.2949407
178,364544,0.01148927,-0.007824773,0.09651925,865.97,0.7190810143947601,317,364544,92.81,1198.0027678012848,0.1574707,1.3296168
179,366592,0.006786292,-0.007158749,0.24079823,865.27,0.7061643302440643,336,366592,88.05,1204.0866301059723,0.09121094,1.2654614
180,368640,0.009130673,-0.0023428565,0.94119006,866.56,0.7315378487110138,336,368640,87.78,1210.1652009487152,0.118457034,1.2429764
181,370688,0.008949201,-0.005471989,8.944443,882.24,0.6199004054069519,323,370688,87.38,1216.4984557628632,0.13686523,1.2618935
182,372736,0.009647352,-0.0077635637,0.22313592,874.19,0.41815853118896484,322,372736,85.89,1222.8516399860382,0.14013672,1.2552079
183,374784,0.0070379004,-0.002148437,20.296116,878.97,0.6818998456001282,317,374784,87.96,1229.3032100200653,0.09082031,1.218111
184,376832,0.0130855115,-0.0004897596,9.987874,886.77,0.7893665432929993,327,376832,89.29,1235.563980102539,0.16503906,1.2555548
185,378880,0.012925817,-0.0052332124,11.87563,895.34,0.7297676205635071,317,378880,88.15,1242.021103143692,0.18041992,1.2166193
186,380928,0.009274898,-0.0052797506,9.46818,897.95,0.8106985241174698,316,380928,87.25,1248.500752210617,0.12104492,1.1878113
187,382976,0.00835946,-0.0035581528,0.4254695,903.76,0.6702786386013031,359,382976,85.65,1254.1908411979675,0.11264648,1.1685547
188,385024,0.014233532,0.0020356101,2.8561969,910.35,0.37310367822647095,316,385024,85.08,1260.6531255245209,0.17089844,1.2383349
189,387072,0.015876384,-0.010134046,0.059960872,916.63,0.7387063205242157,342,387072,84.49,1266.6330258846283,0.190625,1.2014936
190,389120,0.010193755,-0.008083587,0.0861909,921.14,0.5532639026641846,325,389120,82.57,1272.9245991706848,0.14980468,1.3538604
191,391168,0.008119193,-0.0042452635,1.7474997,900.16,0.3521139621734619,305,391168,80.94,1279.6304786205292,0.091357425,1.1108932
192,393216,0.025553877,-0.0035814426,0.015808655,903.17,0.4300168752670288,318,393216,79.16,1286.0535397529602,0.15854493,0.95587426
193,395264,0.01717418,-0.0042800885,2.5218518,918.07,0.04245471954345703,290,395264,78.71,1293.0958931446075,0.14760742,0.99414504
194,397312,0.0075785713,-0.0016151462,3.3449993,902.66,0.3186569809913635,282,397312,75.67,1300.3582408428192,0.090429686,1.1322788
195,399360,0.026369896,-0.0067458027,0.018080834,905.1,0.7526215016841888,309,399360,74.24,1306.9675855636597,0.17255859,0.9236337
196,401408,0.006990726,-0.0019049629,23.426003,909.91,0.06279158592224121,290,401408,78.16,1314.020813703537,0.079394534,0.9472791
197,403456,0.009366017,-0.006156952,0.23965363,905.21,0.6548150479793549,285,403456,72.95,1321.2038567066193,0.12016602,1.2545177
198,405504,0.006109045,-0.003832518,2.4696298,898.98,0.09220534563064575,269,405504,70.75,1328.8096377849579,0.07519531,1.0616883
199,407552,0.014870688,-0.0037311446,0.00652667,902.87,0.6565162837505341,282,407552,70.75,1336.0697379112244,0.23989257,1.2833453
200,409600,0.011233786,-0.008379763,0.0065260255,906.91,0.27000313997268677,298,409600,70.41,1342.937301158905,0.14023438,1.3259208
201,411648,0.011548732,-0.0064435923,3.3024075,916.61,0.230890691280365,249,411648,69.7,1351.1501801013947,0.15219727,1.1429734
202,413696,0.012270817,-0.0043348945,15.581625,924.55,0.30496346950531006,290,413696,71.18,1358.2091722488403,0.11586914,1.0855553
203,415744,0.004449459,-0.0020075187,0.24666245,924.86,0.5918352603912354,301,415744,70.8,1364.9967942237854,0.045800783,1.2453156
204,417792,0.0069116815,-0.006790613,0.039763648,920.57,0.5070841610431671,281,417792,68.16,1372.2742774486542,0.087695315,1.275408
205,419840,0.015357053,-0.0077340575,0.025863245,920.56,0.8270642757415771,274,419840,62.44,1379.7248339653015,0.23598632,1.2266095
206,421888,0.00750981,-0.0026239797,2.4059827,925.23,0.25670701265335083,278,421888,58.53,1387.0854885578156,0.09213867,1.2472633
207,423936,0.011524921,-0.009338654,0.23985913,925.18,0.4306522011756897,285,423936,55.2,1394.2697653770447,0.14858398,1.1739395
208,425984,0.015106693,-0.0042858575,4.178296,921.26,0.17992281913757324,273,425984,55.21,1401.7698004245758,0.19038086,1.0804803
209,428032,0.01049993,-0.0071555823,0.31319824,919.46,0.6107828319072723,279,428032,50.1,1409.1089911460876,0.1149414,1.0702366
210,430080,0.016753042,-0.004197146,18.396236,910.43,0.11142098903656006,256,430080,47.55,1417.0828332901,0.17158203,1.0461327
211,432128,0.011994216,-0.0008979194,15.6202755,910.38,0.11540335416793823,279,432128,48.45,1424.4189443588257,0.14907226,1.1109283
212,434176,0.012796411,-0.005694873,0.06498114,905.74,0.36942267417907715,277,434176,42.31,1431.8076527118683,0.1461914,1.1659374
213,436224,0.017300699,-0.0032093588,5.3169727,900.52,0.22518593072891235,268,436224,42.09,1439.4495244026184,0.1685547,1.093281
214,438272,0.01570431,-0.008744783,0.07271611,900.82,0.6273120045661926,292,438272,40.62,1446.4424169063568,0.19111328,1.193727
215,440320,0.011872053,-0.007095179,2.9255176,903.76,0.34482520818710327,310,440320,39.88,1453.0350971221924,0.14692383,1.0569525
216,442368,0.011521775,-0.0043862094,1.8140934,879.18,0.4347401261329651,272,442368,38.72,1460.5600633621216,0.1352539,1.0640972
217,444416,0.0148342075,-0.0011435875,2.4936423,857.14,0.29558658599853516,263,444416,35.78,1468.333279132843,0.15595703,1.085627
218,446464,0.015723791,-0.00049143546,6.765631,842.37,0.25185900926589966,281,446464,36.65,1475.5970721244812,0.16547851,1.0005581
219,448512,0.011054761,-0.0014088883,4.0665784,818.76,0.4232097864151001,258,448512,37.48,1483.5162951946259,0.11401367,0.8835316
220,450560,0.011331951,-0.010383241,0.2776327,794.61,0.36386871337890625,278,450560,35.38,1490.8579404354095,0.14140625,1.0046301
221,452608,0.017315714,-0.0012300665,7.4906754,779.94,0.11639595031738281,256,452608,32.56,1498.8353638648987,0.18637696,0.9712046
222,454656,0.010265048,-0.0013762328,7.3916626,737.52,0.3162200450897217,214,454656,26.61,1508.393033027649,0.12192383,0.83551806
223,456704,0.016658481,-0.000992294,0.42579708,714.89,0.5451205670833588,275,456704,25.77,1515.8405776023865,0.16293946,1.0912192
224,458752,0.008752024,-0.0029375858,1.0808249,698.54,0.4496181011199951,272,458752,26.27,1523.357740163803,0.11020508,1.2687242
225,460800,0.017410675,-0.0030824994,0.08487828,694.48,0.45154428482055664,258,460800,25.97,1531.271056652069,0.20473632,1.075809
226,462848,0.015855137,-0.00086180196,1.6466227,671.93,0.24484145641326904,273,462848,26.01,1538.7594406604767,0.19780274,1.0925193
227,464896,0.011292568,-0.004535897,2.8245058,679.86,0.6946282088756561,314,464896,25.86,1545.2712104320526,0.14169922,1.1236026
228,466944,0.009397358,-0.0022848444,3.6428344,683.89,0.5354700982570648,325,466944,26.36,1551.5574762821198,0.13144532,1.2770865
229,468992,0.008479864,-0.004084929,0.051193528,673.63,0.7545661479234695,330,468992,22.44,1557.7479693889618,0.11245117,1.2932003
230,471040,0.011941838,-0.012618315,0.03432795,681.31,0.5561911761760712,363,471040,22.44,1563.3858206272125,0.18310547,1.3893131
231,473088,0.019847855,-0.0015596476,2.4415708,687.94,0.3964053988456726,277,473088,23.02,1570.765221118927,0.18266602,1.193807
232,475136,0.014073817,-0.0050261365,0.018454742,694.88,0.8374874442815781,336,475136,22.52,1576.8548090457916,0.12675782,1.4138826
233,477184,0.015631238,-0.00988298,0.1295484,706.72,0.7937943935394287,323,477184,22.52,1583.1902391910553,0.14995117,1.2308015
234,479232,0.0073602893,-0.0032770645,0.14109841,701.57,0.8586158156394958,330,479232,22.53,1589.3918833732605,0.081933595,1.2009261
235,481280,0.0137564335,-0.009119697,16.305683,703.23,-0.02994251251220703,313,481280,24.8,1595.9332547187805,0.14433594,1.1330909
236,483328,0.009149702,-0.0015473685,14.763537,710.32,0.08152812719345093,336,483328,27.14,1602.0281879901886,0.09863281,1.199505
237,485376,0.008769264,-0.006421104,0.2801084,728.15,0.7712489515542984,315,485376,26.96,1608.520222902298,0.11762695,1.3633279
238,487424,0.010674355,-0.0030864745,12.053233,727.4,0.270294725894928,296,487424,26.52,1615.421714067459,0.122802734,1.0683769
239,489472,0.019055475,-0.009783501,15.253897,737.84,0.14357399940490723,303,489472,28.92,1622.1655895709991,0.23378906,1.1748655
240,491520,0.013108318,-0.005718288,3.9154906,741.58,0.3343639373779297,313,491520,29.87,1628.6970455646515,0.17182617,1.2116249
241,493568,0.019398773,-0.0013747476,1.0151603,748.28,0.25786668062210083,302,493568,30.18,1635.456916809082,0.20478515,1.1778257
242,495616,0.0056301085,-0.00083246623,1.191509,751.01,0.457755982875824,299,495616,30.7,1642.2907688617706,0.064208984,1.0144057
243,497664,0.014620023,-0.0011227297,9.199121,756.87,0.26453840732574463,288,497664,30.16,1649.3788709640503,0.17080078,1.1092677
244,499712,0.006558965,-0.00090625754,5.9605517,759.51,0.34269654750823975,285,499712,33.12,1656.5590119361877,0.08510742,1.1269958
245,501760,0.0071606464,-0.00037788256,5.5905743,763.95,0.3770174980163574,296,501760,34.45,1663.4702768325806,0.09482422,1.0298438
246,503808,0.01748869,-0.003096223,9.705745,767.9,0.367651104927063,266,503808,35.58,1671.1506292819977,0.1942871,0.9572948
247,505856,0.013715185,-0.001183658,2.7090716,773.71,0.38144123554229736,288,505856,36.11,1678.2504167556763,0.16865234,1.1229041
248,507904,0.016970789,-0.0055423533,9.466946,781.27,0.31009936332702637,305,507904,36.67,1684.95081448555,0.18730469,1.0808256
249,509952,0.011556581,-0.0017709059,12.050345,789.32,0.3021026849746704,280,509952,36.98,1692.254699230194,0.1546875,0.9334014
250,512000,0.015968056,-0.002403809,0.006260047,791.92,0.8763653039932251,298,512000,34.37,1699.1190931797028,0.18183593,1.0919733
251,514048,0.007165837,-0.0019691526,1.9806354,795.12,0.3475385308265686,261,514048,34.9,1706.9506258964539,0.08774414,0.8596327
252,516096,0.017541807,-0.001211017,0.0118553545,803.93,0.04857945442199707,314,516096,34.9,1713.4557971954346,0.2043457,1.254045
253,518144,0.012829733,-0.0038437755,8.298346,808.81,0.26463186740875244,277,518144,35.36,1720.8296813964844,0.14335938,1.0292364
254,520192,0.011713107,-0.0076456345,0.015151898,817.22,0.6896810829639435,309,520192,35.36,1727.45352768898,0.1630371,1.3469083
255,522240,0.014143219,-0.0043956162,2.3280635,814.87,0.43899184465408325,277,522240,35.09,1734.831532239914,0.16411133,1.1210864
256,524288,0.017551564,-0.0046890965,0.26630098,824.57,0.33940672874450684,335,524288,35.22,1740.9371137619019,0.2019043,1.310843
257,526336,0.021821287,0.0006119295,1.5161065,837.11,0.5427091121673584,298,526336,35.16,1747.7974796295166,0.21904297,1.1091166
258,528384,0.020500302,-0.0054017343,12.500403,845.68,0.30739766359329224,309,528384,37.57,1754.4127750396729,0.20244141,1.1405785
259,530432,0.012096286,-0.003302663,0.032520898,857.49,0.3848276138305664,295,530432,36.99,1761.3535804748535,0.17553711,1.3624905
260,532480,0.012910709,-0.00709715,0.19705638,870.11,0.5027933716773987,307,532480,36.12,1768.0111989974976,0.17651367,1.3331708
261,534528,0.014547968,-0.002401755,0.05672752,879.01,0.8906987234950066,288,534528,35.64,1775.1150438785553,0.22026367,1.2159785
262,536576,0.009262509,-0.0030359395,12.889943,879.54,0.22798317670822144,270,536576,37.17,1782.6968550682068,0.12163086,0.94871235
263,538624,0.011092076,-0.009679882,0.17010152,887.26,0.5629262924194336,312,538624,37.23,1789.245673418045,0.14428711,1.1919984
264,540672,0.010401557,0.0007168235,1.0486737,898.56,0.5475535988807678,322,540672,37.48,1795.588261604309,0.12021484,1.1623222
265,542720,0.015584831,-0.0062187435,12.382045,905.13,0.36535024642944336,329,542720,38.23,1801.7984886169434,0.18330078,1.127513
266,544768,0.01738656,-0.006373319,0.0036101923,915.55,0.7407412230968475,354,544768,38.23,1807.5680840015411,0.21298829,1.4793456
267,546816,0.011448553,-0.002719468,0.0036185388,927.1,0.6538468897342682,327,546816,37.64,1813.8125550746918,0.1684082,1.408254
268,548864,0.013056697,-0.00396242,2.5950847,946.52,0.3345203995704651,307,548864,37.64,1820.4638690948486,0.17363282,1.2465262
269,550912,0.016394718,-0.009728478,0.09320949,966.46,0.2809297442436218,305,550912,37.06,1827.1744649410248,0.19135742,1.3756589
270,552960,0.0136534795,-0.014848945,0.023336114,976.04,0.8748097568750381,340,552960,37.06,1833.1808907985687,0.20566407,1.4049909
271,555008,0.009254714,-0.0023429294,2.9275498,986.51,0.16340941190719604,272,555008,37.8,1840.7025439739227,0.11977539,1.0514619
272,557056,0.006578385,-0.0022029527,10.570139,994.32,0.2702350616455078,285,557056,39.31,1847.8843982219696,0.078125,1.015232
273,559104,0.0077607343,-0.002328426,6.4038057,996.29,0.3495328426361084,311,559104,40.49,1854.4699532985687,0.10185547,1.0971653
274,561152,0.0150761455,-0.0038555153,8.54883,1004.23,0.3224751949310303,319,561152,42.03,1860.881328344345,0.19003907,1.2553494
275,563200,0.011656394,-0.0012342905,2.020163,1009.94,0.2946467995643616,274,563200,41.76,1868.3561248779297,0.12524414,0.97196496
276,565248,0.009810766,-0.0027277046,0.54265976,1014.65,0.4089653491973877,302,565248,41.9,1875.128247499466,0.13032226,1.1282845
277,567296,0.011666987,-0.0058245654,11.322435,998.43,0.2915767431259155,258,567296,43.91,1883.0414354801178,0.15698242,0.99749726
278,569344,0.0072665736,-0.00362347,0.6312828,977.26,0.5578579604625702,285,569344,44.17,1890.2042911052704,0.09970703,0.95995265
279,571392,0.01167932,0.0010690386,7.4470572,975.4,0.3234362006187439,287,571392,45.01,1897.323080778122,0.13789062,1.0672562
280,573440,0.013887817,-0.0012393649,4.875609,975.4,0.4053950905799866,345,573440,46.0,1903.2575416564941,0.16606446,1.2726952
281,575488,0.010171978,-0.00029401545,0.029468736,975.4,0.6517539620399475,337,575488,46.0,1909.3243033885956,0.14555664,1.3018918
282,577536,0.01201267,-0.0014138111,4.738194,964.06,0.2968776822090149,281,577536,44.36,1916.6097021102905,0.13198242,1.020997
283,579584,0.0072891116,-0.0009427893,11.759648,964.37,0.42972511053085327,317,579584,43.34,1923.0702667236328,0.09375,0.9438335
284,581632,0.009985942,-0.0011731588,20.093342,947.56,0.4174942970275879,283,581632,47.02,1930.3033051490784,0.12294922,0.8724305
285,583680,0.012086617,-0.006153739,14.586751,949.7,0.4952297806739807,270,583680,48.83,1937.862378835678,0.11611328,0.9704155
286,585728,0.013542449,-0.0016484587,2.4120378,945.85,0.30027830600738525,304,585728,46.98,1944.5811393260956,0.16499023,1.2322786
287,587776,0.015322198,-0.010439666,0.10438373,926.86,0.6083690822124481,259,587776,45.53,1952.4778707027435,0.18261719,1.1451368
288,589824,0.032715295,-0.0082314145,9.065605,916.07,0.2478988766670227,282,589824,45.35,1959.7350106239319,0.26225585,1.0925254
289,591872,0.0142192915,-0.002929065,11.981083,918.7,0.14676415920257568,302,591872,45.86,1966.5118157863617,0.18413086,1.0962365
290,593920,0.009357647,-0.0005870223,1.2784073,925.18,0.6480274796485901,314,593920,45.03,1973.0140466690063,0.12070312,1.3681287
291,595968,0.01026704,-0.0029932114,0.0151765,933.32,0.8462270051240921,313,595968,44.58,1979.538719177246,0.12592773,1.3272048
292,598016,0.009192888,-0.0036155384,0.020808656,950.63,0.625783234834671,287,598016,42.66,1986.6602687835693,0.13271484,1.4428178
293,600064,0.014186178,-0.007825429,0.08383766,952.39,0.7482141852378845,288,600064,42.66,1993.755640745163,0.19267578,1.2515376
294,602112,0.011960933,0.008020425,1.1990945,962.59,0.4610573649406433,306,602112,42.4,2000.4462616443634,0.15249023,1.0865633
295,604160,0.011237014,-0.0062594004,31.02232,954.12,0.11525684595108032,286,604160,45.74,2007.5973348617554,0.12978515,0.9124605
296,606208,0.0165329,-0.0038996749,15.454094,950.92,0.20561093091964722,320,606208,46.15,2013.981467962265,0.15805665,1.0766653
297,608256,0.011707246,-0.0016831167,6.8970895,965.13,0.5355215966701508,286,608256,47.79,2021.1205327510834,0.13325195,1.2396951
298,610304,0.015345742,-0.0017760398,3.4773145,966.0,0.16754138469696045,274,610304,47.8,2028.5816214084625,0.19033203,1.1656798
299,612352,0.015016764,-0.004574985,8.356312,956.92,0.16145938634872437,265,612352,49.72,2036.2930974960327,0.18251953,1.2633584
300,614400,0.010677772,-0.0041096816,12.9304905,943.17,0.26787179708480835,261,614400,50.68,2044.1374464035034,0.10620117,0.946511
301,616448,0.009423001,-0.0027542445,13.937146,942.67,0.17311203479766846,281,616448,52.59,2051.418553352356,0.1387207,0.96495616
302,618496,0.019669976,-0.015042032,0.02390104,932.95,0.8498211801052094,293,618496,52.48,2058.403007507324,0.2052246,1.262783
303,620544,0.009652668,-0.0040127602,10.077954,926.51,0.3624477982521057,281,620544,51.9,2065.6691784858704,0.12382813,0.9394881
304,622592,0.008475476,-0.0051177526,17.881353,909.8,0.32131463289260864,285,622592,55.47,2072.846363544464,0.11425781,0.82756674
305,624640,0.012657836,-0.0010789469,1.6170073,905.52,0.39792948961257935,296,624640,55.78,2079.742580652237,0.14594726,1.326225
306,626688,0.009448076,-0.0018016882,7.578411,905.33,0.35923779010772705,276,626688,56.26,2087.155711889267,0.12958984,0.9937809
307,628736,0.018193355,0.007064411,0.013495395,907.34,0.665699303150177,274,628736,55.0,2094.6184265613556,0.2609375,1.3741047
308,630784,0.008310993,-0.0031493038,12.0581,898.68,0.3354072570800781,287,630784,57.12,2101.7535438537598,0.10800781,0.9181013
309,632832,0.015797485,0.013659323,0.42102304,887.15,0.7072479426860809,271,632832,55.05,2109.291691303253,0.1921875,1.1070564
310,634880,0.009014423,-0.0015326296,0.30180728,865.85,0.5512154996395111,271,634880,54.63,2116.8252992630005,0.1071289,1.0992043
311,636928,0.020349199,0.0047905594,1.6134018,860.04,0.7804901897907257,302,636928,55.18,2123.6040081977844,0.16152343,1.2566155
312,638976,0.010947064,-0.006608314,0.006640016,848.0,0.6993115246295929,306,638976,55.03,2130.2884414196014,0.13544922,1.2850991
313,641024,0.010558554,-0.0016667215,7.435258,852.5,0.33549952507019043,289,641024,54.58,2137.3563842773438,0.14042969,1.2119497
314,643072,0.010687198,-0.004223701,1.2550092,837.88,0.5036075413227081,267,643072,52.86,2145.018570423126,0.08828125,0.9550354
315,645120,0.01655392,0.0005569759,0.090625644,837.2,0.7559142112731934,277,645120,52.86,2152.388911962509,0.21098633,1.3848267
316,647168,0.010830153,-0.006472856,0.05867984,845.83,0.8454063832759857,285,647168,51.32,2159.559309720993,0.11489258,1.3124135
317,649216,0.009589311,-0.0037521045,6.338873,837.33,0.400566041469574,272,649216,50.86,2167.0785751342773,0.10493164,0.9117986
318,651264,0.014137561,-0.00420214,0.044800587,841.54,0.7438568472862244,275,651264,49.71,2174.5250697135925,0.1385254,1.232373
319,653312,0.013351907,-0.011643369,0.03896312,850.18,0.630361795425415,278,653312,48.78,2181.8903455734253,0.21806641,1.3574749
320,655360,0.01338722,-0.0016567439,2.4544668,850.04,0.500281035900116,297,655360,49.4,2188.771766424179,0.1340332,1.2212505
321,657408,0.012525926,-0.006312781,18.808102,845.0,0.20684552192687988,255,657408,50.58,2196.776867389679,0.15561524,0.8685484
322,659456,0.00903128,-0.0028387215,12.445521,828.77,0.3240968585014343,303,659456,52.41,2203.533842086792,0.1194336,0.8978923
323,661504,0.010940755,-0.0042857016,9.262735,824.78,0.4120272994041443,304,661504,52.78,2210.268250465393,0.14975587,1.0768428
324,663552,0.007991932,-0.0006633581,0.3972755,823.39,0.3841107487678528,311,663552,47.92,2216.83278298378,0.105810545,0.9524294
325,665600,0.009244674,-0.0029358,0.5636701,821.75,0.480286180973053,311,665600,45.41,2223.4183366298676,0.119384766,1.1974803
326,667648,0.008553784,-0.0022670357,8.880006,822.94,0.23566526174545288,288,667648,46.39,2230.5201296806335,0.09057617,1.0301849
327,669696,0.013869226,-0.0037397917,0.054104,820.05,0.6376933157444,270,669696,46.38,2238.080873966217,0.16396484,1.1305115
328,671744,0.011491829,0.0011018416,0.0093308445,821.95,0.7457858026027679,255,671744,44.64,2246.085894346237,0.17792968,1.1560692
329,673792,0.022844385,-0.0038147874,4.2831426,802.8,0.3922678828239441,243,673792,43.67,2254.4975810050964,0.1887207,1.1215073
330,675840,0.014771004,0.0011973288,1.509896,780.39,0.48857444524765015,246,675840,44.22,2262.8164055347443,0.17373046,1.1436589
331,677888,0.012506585,0.0021066663,1.3605747,762.31,0.36483561992645264,279,677888,44.59,2270.155939102173,0.1237793,1.1565338
332,679936,0.019412989,-0.0018980398,18.771576,760.73,0.21726161241531372,278,679936,42.27,2277.497732400894,0.16176757,1.0214831
333,681984,0.011561937,-0.0026307167,0.003202672,766.51,0.5232941210269928,316,681984,42.27,2283.963312625885,0.16386719,1.4208732
334,684032,0.010675506,-0.011989747,0.004440286,768.35,0.2804153561592102,291,684032,38.12,2290.9885170459747,0.13027343,1.4138498
335,686080,0.010544333,-0.003113332,2.2935166,768.2,0.4693780541419983,279,686080,38.37,2298.327183008194,0.1081543,1.2110257
336,688128,0.017088888,-0.0041192635,11.019511,772.98,0.4518059492111206,274,688128,39.62,2305.795123577118,0.18432617,1.1840118
337,690176,0.01691093,-0.0028601,5.6478066,773.4,0.3229615092277527,312,690176,39.78,2312.3557891845703,0.16352539,1.2864097
338,692224,0.0088804895,-0.00024734891,2.30374,787.17,0.38889068365097046,289,692224,39.23,2319.4255850315094,0.09897461,1.2399584
339,694272,0.0043225363,-0.001130636,10.41115,785.02,0.35295647382736206,286,694272,36.28,2326.583304643631,0.04873047,0.81022197
340,696320,0.011905556,-0.007874813,0.033108264,782.46,0.8220693916082382,305,696320,37.62,2333.280613422394,0.15625,1.3997412
341,698368,0.02361874,-0.004248754,6.2197948,788.68,0.45314890146255493,312,698368,38.21,2339.8308959007263,0.19487305,1.2934337
342,700416,0.029879037,-0.0036063057,0.4723494,789.13,0.5769197344779968,296,700416,34.57,2346.733864545822,0.30273438,1.2189314
343,702464,0.0151949655,-0.012015698,0.0014952319,796.8,0.8502963036298752,297,702464,33.63,2353.6235382556915,0.22089843,1.4910686
344,704512,0.016399229,-0.0059316647,6.6306596,796.55,0.4465435743331909,284,704512,34.31,2360.823320388794,0.18530273,1.1433624
345,706560,0.0064017153,-0.0006431596,3.717973,798.19,0.5199185609817505,299,706560,33.6,2367.656401872635,0.08085938,0.8904088
346,708608,0.012048076,-0.0039940504,10.2205515,786.97,0.3255625367164612,266,708608,34.88,2375.3380188941956,0.1362793,1.051759
347,710656,0.017107945,-0.0036172352,2.764564,790.73,0.6274207830429077,258,710656,33.74,2383.272790670395,0.22143555,1.127784
348,712704,0.03665166,-0.007875655,0.3742159,793.57,0.4052940011024475,289,712704,33.94,2390.347277402878,0.1763672,0.9741766
349,714752,0.008843811,-0.0015862684,0.19503944,791.32,0.6992702484130859,311,714752,33.99,2396.9141268730164,0.12407227,1.164632
350,716800,0.01038406,-0.0031111462,0.023679797,793.35,0.7932932674884796,300,716800,33.44,2403.7353196144104,0.14301758,1.1444718
